like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
兰州大学,中国政法大学,87,146,148,45,60,87,51,83,97,河南,2020,612,573
兰州大学,西北政法大学,132,87,120,65,71,98,72,96,38,北京,2016,545,573
南方医科大学,华中科技大学,148,69,147,67,40,73,78,95,90,上海,2024,627,544
四川大学锦江学院,海南政法职业学院,65,66,61,85,98,70,32,77,71,天津,2023,372,445
重庆人文科技学院,四川音乐学院,61,89,114,60,77,42,67,68,55,重庆,2017,454,443
珠海科技学院,青岛恒星科技学院,66,126,53,38,100,53,31,66,98,浙江,2018,440,436
山东师范大学,湖北师范大学,88,54,128,66,91,80,97,48,87,江苏,2025,502,507
贵州黔南经济学院,天津海运职业学院,65,43,108,70,78,78,60,56,68,浙江,2025,400,442
南京航空航天大学,中国人民解放军陆军军医大学,114,135,113,86,84,47,86,31,96,海南,2025,575,579
四川民族学院,遵义医科大学医学与科技学院,114,138,48,75,55,42,90,43,46,辽宁,2019,479,472
广州大学,安阳师范学院,136,143,49,95,58,55,55,31,67,重庆,2025,481,536
贵州民族大学,山东师范大学,106,103,112,36,54,66,65,57,64,湖北,2016,507,477
成都中医药大学,湖南医药学院,88,75,123,83,83,60,39,88,98,西藏,2019,511,512
贵州中医药大学,南昌大学,111,85,136,46,35,90,96,30,70,福建,2021,528,503
西昌学院,川北医学院,85,117,81,59,47,69,74,51,88,云南,2016,496,458
湖南医药学院,长沙师范学院,87,72,134,40,96,82,56,83,37,辽宁,2017,469,511
广东医科大学,华南农业大学,106,138,120,61,33,73,51,37,74,海南,2017,526,531
长沙理工大学,首都师范大学,102,105,89,98,56,64,99,78,97,宁夏,2024,570,514
泉州信息工程学院,四川旅游学院,105,66,55,39,53,98,84,52,97,湖北,2024,459,416
西南交通大学希望学院,广州航海学院,134,36,80,69,55,75,54,93,73,河北,2025,470,449
湘潭大学,黔南民族师范学院,113,86,119,79,60,68,39,69,35,广东,2025,461,525
西南财经大学,湖北第二师范学院,129,90,142,87,98,30,38,33,54,西藏,2017,486,576
上海政法学院,上海财经大学,133,146,90,80,33,56,91,65,100,湖南,2024,625,538
江南大学,广州大学,147,58,117,89,56,89,81,71,61,天津,2019,535,556
宝鸡职业技术学院,贵阳职业技术学院,76,62,46,71,30,97,57,60,55,江西,2023,356,382
湖北科技学院,广东财经大学,123,110,62,77,89,31,82,64,83,天津,2019,524,492
江南大学,辽宁大学,83,145,140,86,30,72,75,31,94,河南,2019,568,556
辽宁大学,湖北第二师范学院,68,125,139,99,83,52,40,63,51,甘肃,2018,486,566
山东大学（威海）,哈尔滨医科大学,134,140,64,100,94,64,30,83,67,青海,2024,518,596
湖北医药学院药护学院,广州大学,114,74,130,78,57,34,56,97,65,西藏,2019,536,487
长江大学,长江大学,67,118,121,90,38,39,50,43,74,河南,2022,473,473
齐齐哈尔大学,南京财经大学,125,147,40,67,45,44,90,48,60,吉林,2022,510,468
曲阜师范大学,韶关学院,102,121,86,59,95,35,47,50,54,吉林,2019,460,498
山东师范大学,湖南工程学院应用技术学院,133,65,111,56,46,96,37,53,47,海南,2016,446,507
广东财经大学,沈阳医学院,92,143,107,42,85,55,43,36,79,内蒙古,2018,500,524
河南理工大学,湖北师范大学,148,39,103,39,88,57,81,67,64,河南,2025,502,474
西南财经大学天府学院,四川文化艺术学院,124,65,58,41,80,60,78,78,35,山西,2016,438,428
重庆城市科技学院,贵州民族大学,94,84,70,81,37,48,84,91,54,吉林,2019,477,414
重庆中医药学院,广东财经大学,122,122,61,48,58,98,31,98,90,青海,2017,524,509
广西师范大学,湖北汽车工业学院,73,84,110,50,47,56,80,85,57,山东,2019,489,420
成都理工大学工程技术学院,长沙师范学院,65,89,84,79,83,47,43,97,91,新疆,2016,469,447
深圳大学,遵义医科大学,91,129,98,100,76,83,91,52,54,河南,2024,515,577
苏州科技大学,西南交通大学,120,89,110,86,54,49,74,83,88,福建,2017,564,508
山东畜牧兽医职业学院,四川外国语大学,136,56,46,60,43,65,41,99,85,青海,2024,463,406
西安铁路职业技术学院,广州铁路职业技术学院,113,73,50,41,65,41,61,33,54,吉林,2019,384,383
湖南铁路科技职业技术学院,西南交通大学希望学院,101,50,102,33,62,44,62,43,91,江苏,2025,449,392
上海海关学院,广州民航职业技术学院,88,79,95,98,90,100,52,47,33,云南,2025,394,550
天津海运职业学院,吉利学院,112,72,49,63,64,41,48,99,35,黑龙江,2019,415,401
山东师范大学,重庆邮电大学,137,78,77,81,70,58,45,90,96,辽宁,2024,523,501
上海海关学院,苏州科技大学,131,144,59,60,73,83,71,37,66,广东,2017,508,550
上海政法学院,山东师范大学,96,141,97,32,86,86,31,79,57,湖北,2017,501,538
清华大学,南京航空航天大学,139,125,125,92,97,57,94,49,48,山西,2021,580,635
景德镇艺术职业大学,重庆第二师范学院,68,57,95,99,54,53,85,69,81,湖南,2021,455,426
南京财经大学,成都理工大学,131,124,50,78,86,41,84,68,70,北京,2017,527,510
广州民航职业技术学院,西藏职业技术学院,62,44,46,61,98,82,42,59,71,海南,2016,324,393
青岛恒星科技学院,延安职业技术学院,118,48,81,67,69,57,36,65,50,湖南,2017,398,440
桂林医学院,广东医科大学,128,122,110,46,31,57,38,74,59,山西,2017,531,494
成都理工大学工程技术学院,日照职业技术学院,115,65,43,39,95,90,77,47,41,北京,2017,388,447
重庆中医药学院,河南理工大学,144,39,125,35,83,83,81,54,31,黑龙江,2019,474,509
珠海科技学院,西南交通大学希望学院,81,51,102,35,93,74,53,86,76,宁夏,2023,449,436
南方医科大学,湖北科技学院,145,117,84,66,76,56,53,31,62,上海,2017,492,544
湖南科技大学潇湘学院,成都银杏酒店管理学院,85,44,100,62,83,57,32,65,95,江西,2025,421,431
西南财经大学,四川农业大学,86,145,143,75,96,31,74,35,39,四川,2022,522,576
延安职业技术学院,重庆人文科技学院,82,64,45,52,54,100,83,91,78,山东,2019,443,397
海口经济学院,湖北汽车工业学院,84,69,110,33,67,48,97,79,50,江苏,2020,489,411
华北水利水电大学,武汉轻工大学,123,50,134,37,49,36,33,88,69,湖南,2017,497,429
珠海科技学院,重庆移通学院,71,95,59,63,73,75,56,81,56,上海,2020,418,436
,中山大学,148,147,114,100,89,96,84,67,72,安徽,2023,632,694
四川师范大学,西南大学,64,137,113,52,52,66,36,100,90,内蒙古,2020,540,484
中国传媒大学,重庆大学,119,121,106,99,66,93,70,96,76,海南,2018,588,604
宁波大学,西北政法大学,85,94,150,61,44,100,97,68,51,上海,2024,545,534
湖南科技职业学院,湘潭医卫职业技术学院,82,57,97,85,40,46,43,57,44,湖北,2018,380,407
贵州师范大学,贵阳学院,148,60,61,68,56,100,70,96,30,湖北,2019,465,493
南昌医学院,重庆邮电大学,69,120,72,97,71,90,95,91,76,贵州,2017,523,519
广州航海学院,南京师范大学,138,138,58,70,31,35,60,73,95,安徽,2020,562,470
广州铁路职业技术学院,吉利学院,133,34,40,49,86,42,81,80,47,广东,2021,415,384
四川外国语大学,西昌学院,135,70,50,88,69,51,96,47,60,贵州,2020,458,463
西北政法大学,长沙师范学院,123,118,81,87,86,50,44,33,70,上海,2019,469,545
齐齐哈尔大学,海南医学院,136,50,117,52,50,63,47,84,49,陕西,2019,483,468
河海大学,湘潭大学,150,139,65,40,97,80,58,67,46,河南,2020,525,571
成都航空职业技术学院,三峡大学科技学院,112,42,75,65,66,42,44,43,71,青海,2019,387,402
青岛港湾职业技术学院,四川机电职业技术学院,72,69,82,72,30,30,51,60,62,河北,2020,396,355
郑州西亚斯学院,泉州信息工程学院,99,62,94,40,93,60,60,37,64,西藏,2024,416,448
贵州中医药大学时珍学院,成都理工大学工程技术学院,82,63,146,72,67,32,34,61,61,福建,2017,447,462
重庆邮电大学,遵义医科大学,119,70,105,99,82,48,73,72,76,西藏,2018,515,523
武汉船舶职业技术学院,渭南职业技术学院,81,44,55,93,37,61,46,66,81,山西,2019,373,371
长沙师范学院,贵州民族大学,142,92,66,84,47,38,82,61,34,新疆,2024,477,469
重庆对外经贸学院,郑州商学院,95,144,62,39,49,33,57,30,47,青海,2017,435,422
暨南大学,四川师范大学,141,71,104,73,79,93,39,86,43,福建,2020,484,561
湖北工业大学,湘潭大学,79,143,114,85,36,48,42,90,57,江苏,2024,525,505
宁波大学,百色学院,112,87,97,82,68,88,50,45,65,海南,2018,456,534
海南医学院,中国石油大学（北京）,114,130,58,47,80,54,100,98,65,甘肃,2025,565,483
江西科技学院,长沙师范学院,85,38,108,70,32,77,70,74,94,湖北,2024,469,410
长沙学院,湖北经济学院法商学院,122,59,87,47,72,95,54,34,97,贵州,2018,453,482
辽宁大学,南京中医药大学,116,79,123,97,56,95,41,100,93,内蒙古,2018,552,566
哈尔滨医科大学,百色学院,96,71,145,63,86,57,39,55,50,天津,2022,456,518
广州民航职业技术学院,泉州信息工程学院,65,87,49,33,60,99,57,59,99,黑龙江,2023,416,393
广西师范大学,桂林理工大学,148,33,98,57,47,37,63,83,55,湖南,2019,480,420
湖南师范大学,湖北师范大学,102,134,84,45,91,86,81,49,52,云南,2023,502,542
武汉船舶职业技术学院,西藏职业技术学院,109,63,46,30,84,36,32,40,34,河北,2020,324,368
遵义医科大学医学与科技学院,湖北医药学院药护学院,106,53,145,46,77,52,92,51,40,青海,2019,487,479
北部湾大学,重庆中医药学院,110,119,72,59,50,66,77,41,90,上海,2021,509,476
兰州博文科技学院,吉利学院,104,53,71,73,44,82,31,82,74,河南,2018,415,427
广州航海学院,南方医科大学,95,39,142,75,74,45,96,92,80,广西,2025,544,470
贵州民族大学,桂林理工大学,70,124,83,67,91,42,80,41,82,北京,2018,480,477
韶关学院,广州大学,132,80,66,69,44,69,92,97,69,浙江,2016,536,460
沈阳城市学院,韶关学院,124,45,41,99,61,38,93,98,59,云南,2021,460,408
中国政法大学,湖南师范大学,83,125,145,80,80,97,30,81,77,湖南,2021,541,610
湖南工程学院应用技术学院,重庆机电职业技术大学,130,73,54,53,86,50,89,34,33,辽宁,2019,413,446
重庆机电职业技术大学,延安职业技术学院,76,66,125,53,51,42,37,59,34,江苏,2023,397,413
四川警察学院,上海海关学院,120,133,55,88,76,57,95,70,77,上海,2024,550,529
湖北工业大学,湖北经济学院法商学院,71,104,103,80,71,76,93,50,32,河北,2021,453,505
长沙学院,珠海科技学院,84,43,142,57,74,82,66,55,46,河南,2020,436,482
长江大学,四川轻化工大学,147,75,62,47,88,54,38,78,90,安徽,2024,490,473
湘潭大学,山东大学,116,126,144,44,39,56,35,70,98,青海,2017,589,525
重庆大学,华东理工大学,136,66,146,90,72,76,53,89,92,贵州,2018,582,586
湖北医药学院药护学院,遵义医科大学,116,63,139,76,51,42,74,65,58,西藏,2022,515,487
长沙卫生职业学院,青岛港湾职业技术学院,84,40,60,96,69,40,69,30,71,新疆,2016,354,389
江南大学,贵州师范大学,147,67,90,63,96,93,45,56,88,河北,2024,493,556
广东外语外贸大学南国商学院,漯河医学高等专科学校,74,110,52,40,54,100,67,38,45,新疆,2024,386,430
广东外语外贸大学南国商学院,四川农业大学,125,143,52,36,33,41,44,91,67,湖南,2021,522,430
上海政法学院,南京航空航天大学,107,105,142,68,37,78,80,60,86,新疆,2018,580,537
铜川职业技术学院,郑州西亚斯学院,74,84,49,52,48,33,96,91,54,福建,2025,448,340
湖北经济学院法商学院,广州南方学院,101,101,57,36,82,76,49,72,52,重庆,2021,432,453
成都大学,四川民族学院,115,131,64,50,35,72,59,52,51,湖南,2022,472,467
陕西邮电职业技术学院,青岛港湾职业技术学院,73,36,58,73,59,37,52,68,65,河南,2020,352,336
广东医科大学,汕头大学,119,134,128,51,35,64,32,39,64,安徽,2016,516,531
成都中医药大学,遵义医科大学,137,71,94,72,48,90,84,96,33,宁夏,2022,515,512
贵州中医药大学时珍学院,湖北第二师范学院,89,39,99,99,97,39,98,83,78,吉林,2019,486,462
南京师范大学,哈尔滨医科大学,145,108,62,81,69,97,55,83,65,湖北,2019,518,562
成都航空职业技术学院,成都航空职业技术学院,119,38,48,65,42,91,81,57,59,江苏,2019,402,403
中国地质大学（武汉）,湖南师范大学,119,124,123,39,48,98,62,50,63,天津,2024,541,551
四川轻化工大学,贵州大学,71,123,108,62,96,30,46,94,91,广东,2022,533,490
天津海运职业学院,四川工业科技学院,72,97,69,98,34,30,71,38,94,重庆,2024,441,400
安顺学院,重庆人文科技学院,105,33,108,83,72,51,95,52,50,山西,2021,443,452
山东师范大学,辽宁大学,122,115,115,53,34,68,72,51,91,贵州,2019,566,507
成都航空职业技术学院,天津海运职业学院,91,48,81,50,65,69,66,66,47,贵州,2022,399,404
山东师范大学,韶关学院,122,119,72,91,41,56,55,47,45,西藏,2024,460,501
四川师范大学,四川旅游学院,70,125,98,59,54,78,52,46,68,宁夏,2017,459,484
广东药科大学,四川警察学院,114,100,126,35,55,65,58,86,45,青海,2016,529,495
珠海科技学院,长沙学院,88,102,86,83,38,39,61,99,46,北京,2018,482,436
四川民族学院,汕头大学,110,56,137,73,55,41,89,65,59,青海,2018,516,472
湖北科技学院,广东药科大学,84,137,63,86,62,60,50,99,62,天津,2018,495,492
四川轻化工大学,中国地质大学（武汉）,138,31,145,42,63,71,100,79,58,天津,2023,551,490
成都理工大学,广州医科大学,132,150,43,91,48,63,98,84,40,海南,2025,547,527
海南医学院,浙江海洋大学,132,74,114,37,50,76,69,41,58,河北,2019,488,483
河北外国语学院,韶关学院,130,40,86,54,75,38,96,66,42,湖南,2018,460,423
,华南理工大学,135,131,144,57,83,70,98,33,74,广东,2020,615,620
成都理工大学,广东财经大学,73,139,121,36,98,60,66,53,72,江西,2023,524,527
西南交通大学,四川外国语大学,113,125,88,100,81,57,49,48,40,北京,2022,463,564
江南大学,江南大学,134,80,128,89,50,75,61,93,60,河南,2017,556,556
武汉轻工大学,浙江理工大学,131,127,60,86,49,44,53,61,89,上海,2025,521,497
山东师范大学,湖北民族大学,143,87,99,59,67,52,91,66,31,江苏,2019,517,507
成都银杏酒店管理学院,四川外国语大学,146,54,47,53,63,58,94,63,59,吉林,2017,463,421
青海卫生职业技术学院,西南财经大学天府学院,60,37,127,46,41,48,34,70,100,陕西,2021,428,359
长江师范学院,德宏职业学院,103,71,74,95,72,42,57,31,42,四川,2018,378,457
广州新华学院,成都师范学院,62,102,110,43,34,61,45,96,63,山东,2022,478,412
安阳师范学院,北部湾大学,100,84,52,93,94,58,71,99,70,海南,2017,476,481
长沙学院,沈阳城市学院,72,132,75,76,49,78,48,44,37,广东,2022,408,482
成都医学院,山东师范大学,94,137,80,99,59,89,86,61,43,海南,2025,501,558
华南师范大学,辽宁大学,139,101,131,86,45,52,72,91,32,陕西,2017,566,554
中国政法大学,西南石油大学,138,78,146,84,69,98,62,56,50,宁夏,2017,530,613
长江师范学院,湖南科技职业学院,115,54,75,56,81,76,33,78,52,贵州,2020,407,457
南京师范大学,四川师范大学,117,96,124,61,84,80,46,30,71,西藏,2021,484,562
长江大学,桂林医学院,82,71,65,99,84,72,98,88,90,吉林,2021,494,473
安阳师范学院,山东财经大学,87,104,101,90,58,41,33,80,80,广东,2019,485,481
广西外国语学院,郑州西亚斯学院,138,41,89,50,50,49,58,71,51,贵州,2019,448,417
苏州科技大学,成都航空职业技术学院,101,71,127,84,51,74,36,37,33,吉林,2021,405,508
天津海运职业学院,青岛恒星科技学院,111,38,135,32,32,53,38,46,72,甘肃,2025,440,401
南京财经大学,遵义医科大学医学与科技学院,142,64,107,87,73,37,81,44,41,重庆,2025,479,510
西南大学,山东师范大学,125,141,55,97,63,59,88,60,38,吉林,2021,507,540
广州城市理工学院,青岛恒星科技学院,93,78,63,56,84,51,80,70,56,山西,2020,440,425
曲阜师范大学,湖南工程学院应用技术学院,113,99,79,67,56,84,72,39,44,吉林,2021,446,498
山东师范大学,南昌医学院,143,62,113,54,68,67,39,85,77,广西,2022,519,507
宁波大学,对外经济贸易大学,133,132,78,59,34,98,92,96,90,山西,2016,621,534
厦门理工学院,湖北经济学院法商学院,135,69,123,95,33,51,35,53,38,宁夏,2020,453,506
南昌医学院,广东财经大学,106,104,123,51,60,75,59,36,96,山西,2022,524,519
长江师范学院,西南财经大学天府学院,122,36,95,76,62,66,95,42,38,江苏,2017,428,457
广西外国语学院,武汉生物工程学院,111,48,74,65,51,68,64,72,75,西藏,2020,444,417
运城职业技术大学,山东财经大学,60,134,42,49,45,94,94,91,64,海南,2024,485,424
西南财经大学天府学院,湖南科技大学潇湘学院,149,78,53,31,80,37,51,47,53,湖南,2019,431,428
,上海外国语大学,140,103,136,89,93,57,51,75,85,浙江,2021,590,618
厦门理工学院,四川工业科技学院,65,51,147,49,95,99,54,66,58,山西,2017,441,506
湖北民族大学,安阳师范学院,145,53,68,64,99,88,86,87,42,贵州,2018,481,517
郑州商学院,四川外国语大学,107,95,53,65,71,44,41,78,89,陕西,2023,463,435
广州民航职业技术学院,四川工业科技学院,76,37,144,57,31,49,43,64,77,辽宁,2020,441,394
桂林医学院,中国民用航空飞行学院,81,60,106,71,85,91,49,95,100,上海,2016,491,494
贵州师范大学,广东财经大学,139,81,52,44,79,98,89,92,71,湖南,2024,524,493
武汉轻工大学,西南石油大学,130,144,53,43,93,34,32,95,76,四川,2017,530,497
重庆大学,贵州大学,137,131,92,99,76,52,75,31,67,辽宁,2020,533,587
重庆第二师范学院,绵阳城市学院,112,88,49,84,53,69,62,48,78,辽宁,2019,437,455
东华大学,天津大学,139,133,136,74,33,59,69,52,94,北京,2024,623,574
南京中医药大学,南昌大学,110,107,115,87,83,50,63,33,100,四川,2019,528,552
武汉生物工程学院,三亚学院,129,72,40,90,34,79,35,95,38,上海,2020,409,444
四川民族学院,苏州科技大学,62,142,103,39,85,41,31,89,81,湖北,2019,508,472
,,134,134,146,55,93,88,82,91,55,浙江,2019,642,650
四川旅游学院,延安职业技术学院,76,92,98,74,49,70,44,56,32,贵州,2018,398,459
四川轻化工大学,成都中医药大学,102,137,77,85,59,30,85,68,43,天津,2016,512,490
上海海关学院,上海海关学院,105,133,130,48,52,82,68,83,31,河北,2018,550,550
山东财经大学,四川民族学院,104,49,109,95,78,50,88,92,30,河北,2024,472,485
四川旅游学院,湖北第二师范学院,107,93,89,42,54,74,56,99,42,广西,2020,486,459
贵州中医药大学,西南石油大学,77,103,148,91,39,45,79,76,47,广东,2021,530,503
重庆人文科技学院,曲阜师范大学,106,116,41,35,56,89,43,93,99,宁夏,2024,498,443
贵州大学,上海政法学院,136,122,110,41,83,41,57,81,32,甘肃,2017,538,533
桂林医学院,武汉生物工程学院,70,90,104,84,54,92,47,60,73,宁夏,2016,444,494
广州城市理工学院,成都工业学院,136,31,83,35,73,67,78,71,67,湖南,2022,466,425
沈阳医学院,南京中医药大学,124,108,122,48,61,37,65,67,66,贵州,2021,552,500
厦门理工学院,郑州商学院,128,47,106,58,99,68,40,83,31,新疆,2021,435,506
贵州中医药大学时珍学院,海南医学院,94,32,150,62,69,55,55,93,59,云南,2022,483,462
海南医学院,成都中医药大学,94,144,111,33,31,70,57,53,53,内蒙古,2022,512,483
成都医学院,辽宁大学,146,121,126,69,49,47,63,37,74,辽宁,2022,567,558
湖北医药学院药护学院,南京师范大学,98,123,98,57,70,41,84,81,79,四川,2024,563,487
重庆医科大学,湘潭大学,125,150,70,51,66,51,83,51,46,重庆,2019,525,513
成都东软学院,川北医学院,89,88,107,50,60,57,62,66,84,贵州,2020,496,451
四川大学,长沙学院,126,71,150,100,72,79,36,55,44,内蒙古,2016,482,598
长江师范学院,咸阳职业技术学院,100,35,98,66,72,86,46,40,42,云南,2019,361,457
韶关学院,遵义医科大学,69,98,127,39,91,36,84,71,66,黑龙江,2019,515,460
华南理工大学,西南大学,121,128,115,62,100,89,58,54,64,广东,2022,540,615
四川民族学院,四川轻化工大学,71,96,130,55,41,79,62,75,56,湖南,2019,490,472
南京师范大学,辽宁大学,141,118,60,91,85,67,84,90,74,海南,2016,567,562
湖南工程学院应用技术学院,湖北汽车工业学院,68,131,72,84,60,31,68,70,80,黑龙江,2019,489,446
广州新华学院,武汉电力职业技术学院,124,57,55,52,31,93,50,69,35,宁夏,2023,390,412
成都航空职业技术学院,湖南科技职业学院,91,67,48,44,63,92,99,53,49,福建,2021,407,405
漯河医学高等专科学校,重庆中医药学院,96,111,71,37,36,35,94,98,39,新疆,2022,509,386
武汉轻工大学,四川大学锦江学院,120,39,147,53,54,84,46,32,61,西藏,2019,445,497
贵州师范大学,广州民航职业技术学院,104,36,92,94,95,72,50,58,53,青海,2024,393,493
遵义医科大学,成都医学院,96,99,101,64,73,82,86,88,88,浙江,2019,558,515
首都师范大学,哈尔滨工业大学（威海）,146,94,131,40,95,64,89,81,89,浙江,2024,630,570
延安职业技术学院,成都航空职业技术学院,65,31,126,70,46,59,39,73,71,内蒙古,2025,405,397
首都师范大学,四川轻化工大学,77,117,109,84,90,93,63,53,71,天津,2017,490,570
成都工业学院,武汉生物工程学院,96,100,91,34,82,63,77,35,45,陕西,2018,444,466
湖北民族大学,四川农业大学,128,75,71,80,72,91,71,89,88,江西,2019,522,517
广州城市理工学院,重庆人文科技学院,138,47,45,47,55,93,86,92,35,青海,2017,443,425
武汉生物工程学院,湖南医药学院,88,88,82,93,57,36,95,86,72,甘肃,2024,511,444
贵州民族大学,西南交通大学希望学院,68,106,115,35,81,72,46,54,60,甘肃,2024,449,477
安顺学院,南京农业大学,114,114,87,62,38,37,97,92,49,河北,2017,553,452
四川音乐学院,成都银杏酒店管理学院,107,30,87,82,59,89,54,95,48,上海,2017,421,454
四川警察学院,辽宁大学,66,132,145,59,78,49,71,68,87,广西,2016,569,529
汕头大学,南京中医药大学,84,142,104,40,74,72,89,80,53,云南,2018,552,516
成都航空职业技术学院,贵阳学院,149,59,49,69,42,36,52,76,80,重庆,2022,465,404
四川旅游学院,南京航空航天大学,86,91,116,34,56,76,98,99,89,湖南,2024,579,459
韶关学院,成都东软学院,71,53,99,85,65,87,87,55,86,广西,2024,451,460
广东药科大学,贵阳学院,134,43,96,57,72,93,64,80,48,浙江,2021,465,495
西昌学院,武汉生物工程学院,66,116,79,94,30,73,48,40,95,福建,2019,444,458
咸阳职业技术学院,重庆对外经贸学院,113,44,53,31,36,84,86,89,37,湖南,2023,422,361
延安职业技术学院,河北外国语学院,74,39,116,85,41,43,57,91,46,四川,2025,423,398
南方医科大学,遵义医科大学,123,85,118,47,91,80,72,84,33,西藏,2023,515,544
河北外国语学院,湖北中医药大学,135,61,40,53,60,74,94,88,81,内蒙古,2019,499,423
西南交通大学希望学院,广州新华学院,90,134,43,70,33,79,57,58,30,内蒙古,2019,412,449
郑州西亚斯学院,四川文化艺术学院,102,31,109,69,71,68,86,48,62,内蒙古,2025,438,450
北京交通大学,宁波大学,119,112,148,99,42,89,72,35,48,甘肃,2017,534,609
山东财经大学,沈阳医学院,81,95,104,79,89,37,72,97,51,安徽,2021,500,485
,中山大学,138,140,148,100,84,50,63,61,83,西藏,2022,633,660
沈阳医学院,西昌学院,115,76,72,92,91,54,84,47,64,云南,2018,458,500
四川轻化工大学,长沙理工大学,127,55,117,51,61,79,84,82,49,江西,2016,514,490
四川旅游学院,广州民航职业技术学院,69,121,43,68,95,63,32,74,54,山西,2019,393,459
海南医学院,湖南医药学院,119,75,95,91,47,56,84,49,89,天津,2020,511,483
长沙学院,泉州信息工程学院,105,75,106,66,95,35,42,50,38,浙江,2021,416,482
海南政法职业学院,四川旅游学院,96,131,42,30,43,30,83,50,57,重庆,2016,459,372
华东理工大学,湖南师范大学,86,149,142,74,68,64,39,63,62,江西,2025,541,583
武汉纺织大学外经贸学院,山东师范大学,110,147,69,38,31,44,50,57,74,青海,2016,507,439
遵义医科大学医学与科技学院,安阳师范学院,131,37,143,49,56,63,80,51,39,辽宁,2019,481,479
山东大学,湖北大学,90,99,139,74,95,92,53,80,59,青海,2022,520,589
重庆对外经贸学院,湖南城建职业技术学院,121,61,42,36,95,67,64,39,49,吉林,2025,376,422
西昌学院,海口经济学院,124,30,111,78,34,81,31,47,68,北京,2019,411,458
山东财经大学,吉利学院,104,96,62,89,77,57,40,42,71,江西,2022,415,485
武汉生物工程学院,成都师范学院,112,87,88,55,30,72,93,49,49,浙江,2025,478,444
长沙卫生职业学院,漯河医学高等专科学校,91,37,64,62,82,53,89,57,48,山西,2021,386,389
武汉轻工大学,西昌学院,145,82,66,55,61,88,48,30,87,宁夏,2022,458,497
长江大学,重庆邮电大学,139,86,103,62,46,37,48,52,95,贵州,2019,523,473
安顺职业技术学院,成都银杏酒店管理学院,105,41,53,59,70,51,53,75,94,上海,2017,421,379
贵州师范大学,浙江工业大学,75,30,149,95,77,67,92,41,46,江苏,2017,433,493
广州大学,上海海关学院,126,85,132,36,82,74,88,37,82,广西,2017,550,535
厦门理工学院,四川文化艺术学院,98,74,98,50,90,96,49,88,31,重庆,2017,438,506
汕头大学,湖北汽车工业学院,82,124,126,70,36,78,67,45,45,北京,2017,489,516
郑州商学院,河南理工大学,76,147,60,46,57,49,68,48,75,甘肃,2019,474,435
武汉纺织大学外经贸学院,海南医学院,103,129,99,33,36,39,53,59,40,福建,2023,483,439
齐齐哈尔大学,湖北汽车工业学院,144,87,40,71,81,45,94,31,93,云南,2019,489,468
温州医科大学,成都信息工程大学,149,34,131,81,82,95,79,42,69,天津,2018,504,572
武汉船舶职业技术学院,遵义医科大学医学与科技学院,84,49,91,65,48,33,84,99,72,上海,2021,479,370
重庆机电职业技术大学,西南交通大学希望学院,63,32,118,72,55,73,81,74,81,辽宁,2023,449,413
成都东软学院,湖北医药学院药护学院,97,34,91,53,87,89,94,74,97,重庆,2017,487,451
四川师范大学,曲阜师范大学,94,96,97,68,78,51,80,96,35,江西,2017,498,484
川北医学院,川北医学院,71,125,91,69,100,40,39,78,92,黑龙江,2019,496,496
郑州西亚斯学院,山东师范大学,123,89,98,43,62,33,68,37,86,海南,2019,501,448
北京交通大学,,132,131,143,71,49,82,67,98,49,贵州,2017,620,608
湖南工程学院应用技术学院,遵义医科大学医学与科技学院,128,114,48,33,68,55,49,49,91,海南,2016,479,446
沈阳医学院,浙江工业大学,117,119,52,58,99,55,48,51,46,四川,2025,433,500
湖北第二师范学院,成都师范学院,61,65,126,71,86,77,63,91,72,江西,2020,478,486
北部湾大学,浙江理工大学,98,147,66,42,39,84,66,75,69,云南,2018,521,476
四川民族学院,运城职业技术大学,73,46,146,55,63,89,68,41,50,云南,2024,424,472
四川警察学院,中国石油大学（北京）,129,125,143,48,38,46,75,41,52,山东,2017,565,529
南京航空航天大学,暨南大学,145,133,116,33,100,53,60,55,52,吉林,2023,561,580
湖北中医药大学,四川师范大学,67,103,108,92,48,81,96,53,57,辽宁,2025,484,499
成都理工大学,重庆医科大学,132,91,78,94,65,67,71,58,83,吉林,2016,513,527
青岛恒星科技学院,重庆旅游职业学院,75,80,49,99,86,51,64,54,38,江西,2019,360,440
川北医学院,南昌大学,96,143,69,37,80,71,68,52,100,新疆,2024,528,496
湖南大学,广东药科大学,80,114,144,60,99,95,68,51,38,云南,2024,495,592
首都师范大学,清华大学,148,141,148,35,43,55,40,69,90,辽宁,2021,636,570
西南石油大学,成都理工大学,127,80,115,80,75,53,44,75,86,江苏,2016,527,530
南昌医学院,辽宁大学,134,134,71,43,69,68,52,96,79,山东,2018,566,519
成都信息工程大学,湖北经济学院法商学院,135,102,47,58,81,81,73,52,44,上海,2022,453,504
四川工业科技学院,河南理工大学,127,68,47,81,53,65,81,82,69,青海,2020,474,441
安阳师范学院,西南石油大学,70,143,45,68,88,67,83,97,92,陕西,2022,530,481
海南政法职业学院,郑州西亚斯学院,76,83,59,38,80,36,74,81,77,河南,2018,450,372
南京师范大学,贵州大学,75,112,142,70,99,64,92,66,46,吉林,2019,533,562
成都东软学院,成都东软学院,72,104,89,40,96,50,31,64,91,河南,2020,451,451
