like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
上海海关学院,中国石油大学（华东）,89,142,147,48,61,63,36,50,84,新疆,2022,548,550
华北水利水电大学,山东财经大学,94,76,68,48,62,81,94,63,90,天津,2021,485,429
成都中医药大学,中山大学,148,118,120,53,41,32,64,91,90,湖北,2024,631,512
郑州西亚斯学院,浙江海洋大学,76,139,66,55,59,55,57,96,54,上海,2023,488,450
郑州师范学院,成都理工大学工程技术学院,96,127,81,35,44,92,42,45,56,青海,2024,447,475
广西师范大学,大理护理职业学院,81,79,42,85,74,59,52,43,61,黑龙江,2016,358,420
南方医科大学,四川音乐学院,122,67,89,76,94,96,46,79,51,山东,2017,454,544
湖南大学,湖南大学,141,121,106,69,76,79,73,79,74,辽宁,2019,594,592
重庆城市科技学院,长沙卫生职业学院,61,104,58,42,97,52,54,76,36,宁夏,2024,389,414
湖北科技学院,浙江理工大学,118,52,137,90,54,41,30,94,90,山西,2020,521,492
中国石油大学（华东）,湖南大学,79,150,118,63,89,49,79,70,96,青海,2021,592,548
广州大学,四川大学,130,121,122,32,66,64,74,94,58,湖南,2019,599,535
浙江理工大学,南昌医学院,77,76,136,88,57,87,81,56,93,四川,2025,519,521
渭南职业技术学院,运城职业技术大学,65,75,66,57,71,43,45,86,87,青海,2019,424,377
郑州师范学院,重庆第二师范学院,128,45,96,65,62,79,68,60,58,天津,2020,455,475
重庆第二师范学院,成都大学,110,60,95,74,48,68,60,75,67,甘肃,2022,467,455
广东医科大学,重庆中医药学院,129,125,48,32,100,98,69,89,49,安徽,2025,509,532
广州南方学院,延安职业技术学院,61,94,74,70,70,63,42,52,74,吉林,2017,397,432
华南理工大学,四川大学,130,126,137,85,75,61,81,38,88,西藏,2021,600,614
,华南理工大学,149,118,137,93,69,92,55,83,73,湖北,2018,615,658
贵阳学院,武汉轻工大学,71,118,55,79,85,57,94,86,73,上海,2016,497,465
四川文化艺术学院,江西科技学院,69,135,43,68,36,87,31,96,36,贵州,2018,410,438
青岛黄海学院,西安铁路职业技术学院,87,37,53,55,79,54,44,78,84,天津,2023,383,365
湖北民族大学,广州南方学院,88,39,107,99,91,93,56,48,94,天津,2020,432,517
延安职业技术学院,广州民航职业技术学院,60,122,50,67,31,67,51,71,40,内蒙古,2022,394,397
成都航空职业技术学院,青海卫生职业技术学院,92,63,41,75,80,54,71,43,49,河北,2020,359,405
曲阜师范大学,湖南大学,93,78,146,69,54,58,78,100,98,海南,2020,593,498
四川大学,暨南大学,133,103,94,88,89,91,62,100,69,福建,2017,561,598
韶关学院,郑州商学院,137,61,40,87,75,60,95,63,39,上海,2023,435,460
长沙学院,浙江工业大学,82,111,68,44,97,80,47,96,30,辽宁,2018,434,482
南京农业大学,广州大学,141,129,77,66,85,55,79,74,35,黑龙江,2018,535,553
西安铁路职业技术学院,三亚学院,66,74,48,70,60,65,99,39,83,广西,2017,409,383
湖北第二师范学院,四川民族学院,91,60,147,46,91,51,43,39,92,江苏,2016,472,486
浙江海洋大学,西昌学院,74,64,117,66,79,88,76,87,40,湖南,2021,458,488
南方医科大学,南京师范大学,121,146,65,63,65,83,51,97,83,湖南,2022,563,543
四川大学锦江学院,武汉电力职业技术学院,74,60,148,52,64,47,32,35,41,湖南,2021,390,445
安阳师范学院,湖北师范大学,112,107,113,64,34,51,50,42,78,福建,2018,502,481
重庆大学,西南交通大学,128,105,112,86,94,62,56,95,68,黑龙江,2018,564,587
四川旅游学院,湖南师范大学,60,141,117,44,42,55,55,82,86,湖南,2024,541,459
重庆工程学院,日照职业技术学院,97,37,65,62,93,65,65,75,49,黑龙江,2022,388,419
广东药科大学,重庆邮电大学,83,72,120,57,70,93,93,86,69,安徽,2022,523,495
长江大学,珠海科技学院,73,144,41,55,79,81,90,30,58,河南,2017,436,473
湖北医药学院药护学院,四川音乐学院,100,97,87,58,58,87,74,42,54,陕西,2025,454,487
百色学院,百色学院,124,89,75,84,42,42,48,68,52,吉林,2019,456,456
北京科技大学,中国石油大学（华东）,86,134,135,75,69,92,47,96,50,上海,2017,548,591
中国政法大学,东华大学,129,106,133,86,77,81,52,55,99,海南,2025,574,612
大理护理职业学院,广西师范大学,99,56,54,61,43,45,85,47,79,天津,2020,420,358
长沙师范学院,四川农业大学,137,51,112,35,42,92,71,88,63,天津,2016,522,469
南京航空航天大学,华南师范大学,97,137,150,96,67,32,76,45,49,四川,2022,554,579
沈阳医学院,桂林医学院,77,117,73,93,79,61,97,38,92,新疆,2017,494,500
贵阳职业技术学院,西南财经大学天府学院,88,54,93,39,52,30,80,61,52,江苏,2018,428,356
重庆第二师范学院,成都理工大学工程技术学院,60,95,94,58,71,77,74,88,36,四川,2025,447,455
广州航海学院,长沙理工大学,88,120,76,76,66,44,90,80,60,江苏,2019,514,470
珠海科技学院,湖北经济学院法商学院,85,109,80,85,31,46,49,45,85,海南,2019,453,436
四川警察学院,西南财经大学天府学院,70,80,131,92,87,69,64,47,36,上海,2018,428,529
三峡大学科技学院,西南财经大学天府学院,131,38,73,42,62,41,61,69,56,广西,2019,428,387
重庆对外经贸学院,黔南民族医学高等专科学校,78,59,64,72,80,69,36,33,40,宁夏,2022,310,422
南京中医药大学,辽宁大学,106,126,136,70,77,37,43,76,80,甘肃,2019,567,552
深圳技术大学,华东理工大学,146,61,145,62,75,60,85,54,91,江西,2018,582,549
暨南大学,湖北师范大学,102,82,140,98,74,65,41,37,100,北京,2020,502,561
四川大学,南京师范大学,134,139,110,78,39,100,54,55,70,甘肃,2021,562,600
安阳师范学院,山东师范大学,130,70,58,62,92,69,60,83,100,黑龙江,2023,501,481
西南大学,中国民用航空飞行学院,71,143,108,53,66,99,71,45,53,山西,2018,491,540
四川师范大学,华中科技大学,81,122,145,34,52,50,96,96,87,青海,2021,627,484
华南师范大学,湖南师范大学,130,96,90,62,94,82,34,92,100,黑龙江,2021,542,554
湖北工业大学,湖北大学,127,113,62,36,75,92,98,52,68,青海,2023,520,505
四川文化艺术学院,郑州师范学院,100,47,104,49,85,53,64,85,75,内蒙古,2023,475,438
中国人民解放军陆军军医大学,温州医科大学,146,146,97,81,43,62,44,58,81,新疆,2023,572,575
武汉生物工程学院,郑州师范学院,100,121,44,51,59,69,83,92,35,宁夏,2022,475,444
四川机电职业技术学院,四川警察学院,113,53,120,43,33,34,80,86,77,河南,2020,529,396
宁波大学,南昌大学,119,92,146,59,31,87,45,80,46,湖南,2019,528,534
华南师范大学,中国民用航空飞行学院,101,127,71,96,75,84,63,37,92,湖南,2021,491,554
辽宁大学,贵阳学院,105,145,111,41,77,90,41,31,32,北京,2022,465,569
重庆医科大学,汕头大学,121,118,73,39,86,76,50,63,91,宁夏,2025,516,513
北部湾大学,郑州师范学院,133,88,68,81,72,34,39,72,75,新疆,2024,475,476
齐齐哈尔大学,四川农业大学,150,62,78,54,53,71,77,72,83,重庆,2020,522,468
湖北科技学院,绵阳城市学院,148,42,97,70,81,54,36,60,54,陕西,2024,437,492
四川大学,上海政法学院,113,148,126,47,73,91,46,69,36,青海,2024,538,598
湖北师范大学,长沙师范学院,137,121,41,32,76,95,40,80,50,江苏,2022,469,502
阿坝师范学院,曲阜师范大学,130,51,53,82,75,80,76,98,90,黑龙江,2018,498,471
河南护理职业学院,安顺学院,81,52,60,53,77,62,88,82,89,海南,2017,452,385
成都信息工程大学,广西外国语学院,62,50,147,83,74,88,39,84,35,北京,2016,417,504
华南师范大学,四川民族学院,119,62,108,79,92,94,72,57,54,甘肃,2019,472,554
西南财经大学天府学院,渭南职业技术学院,74,38,120,56,58,82,55,53,33,河北,2024,373,428
绵阳城市学院,中国民用航空飞行学院,78,110,104,82,30,33,89,74,36,新疆,2016,491,437
重庆大学,山东财经大学,67,135,128,78,79,99,34,61,60,四川,2017,485,586
首都师范大学,上海外国语大学,144,99,133,62,36,96,81,58,75,贵州,2017,590,570
中国传媒大学,西南交通大学,126,117,142,91,37,90,58,34,87,湖南,2018,564,603
重庆医科大学,贵州中医药大学时珍学院,99,68,132,96,55,63,39,53,71,福建,2020,462,513
甘肃交通职业技术学院,广州新华学院,96,39,77,31,51,54,65,93,42,吉林,2017,412,348
湖南科技职业学院,延安职业技术学院,105,45,70,54,82,51,34,45,42,甘肃,2019,341,407
四川机电职业技术学院,黔南民族师范学院,128,70,50,68,38,42,88,85,40,内蒙古,2019,461,396
成都航空职业技术学院,重庆机电职业技术大学,99,61,77,34,31,100,59,50,67,山东,2016,413,402
湖北汽车工业学院,湖北汽车工业学院,132,55,95,64,84,59,42,95,70,山西,2022,489,489
长沙学院,百色学院,72,80,96,70,91,73,93,85,30,云南,2019,456,482
南京农业大学,成都理工大学,146,60,94,72,95,86,53,78,96,西藏,2016,527,553
湖北经济学院法商学院,郑州师范学院,68,112,113,80,46,34,84,30,68,重庆,2019,475,453
湖南科技职业学院,重庆对外经贸学院,104,38,48,84,47,86,80,97,55,广东,2019,422,407
武汉生物工程学院,河北外国语学院,82,142,50,30,69,71,55,46,48,重庆,2018,423,444
成都中医药大学,华北水利水电大学,125,64,68,88,72,95,42,39,91,四川,2017,429,512
西安工商学院,成都航空职业技术学院,120,41,52,39,43,56,82,61,46,福建,2019,402,351
浙江海洋大学,西南财经大学天府学院,127,35,123,91,66,46,45,59,39,吉林,2019,428,488
青岛恒星科技学院,郑州西亚斯学院,149,41,89,42,36,83,92,48,31,海南,2019,450,440
重庆机电职业技术大学,江西科技学院,149,47,66,60,31,60,80,37,31,湖南,2019,410,413
武汉纺织大学外经贸学院,广州铁路职业技术学院,75,80,82,60,96,46,44,58,45,浙江,2019,384,439
成都医学院,西南石油大学,142,146,72,41,71,86,34,97,39,四川,2022,530,558
贵州师范大学,贵州大学,101,129,92,92,31,48,85,55,71,黑龙江,2019,533,493
长沙卫生职业学院,广西师范大学,71,64,61,53,73,67,98,88,38,山东,2016,420,389
贵州师范大学,湖北医药学院药护学院,103,52,134,88,48,68,49,60,89,内蒙古,2021,487,493
浙江海洋大学,曲阜师范大学,140,64,67,77,56,84,86,75,66,重庆,2023,498,488
襄阳职业技术学院,重庆电力高等专科学校,85,61,43,47,77,78,30,94,68,北京,2023,381,391
成都理工大学工程技术学院,贵阳学院,111,81,66,49,98,42,96,78,33,天津,2017,465,447
百色学院,重庆医科大学,123,81,86,96,37,33,97,30,96,西藏,2021,513,456
湖北汽车工业学院,浙江理工大学,101,117,113,48,33,77,53,67,70,黑龙江,2024,521,489
西南交通大学希望学院,西南交通大学希望学院,126,106,56,40,78,43,36,58,67,辽宁,2021,449,449
中国石油大学（华东）,福州大学,148,112,148,57,50,33,32,57,58,安徽,2025,555,548
贵州黔南经济学院,湖北民族大学,66,74,145,49,39,69,73,65,94,广西,2022,517,442
遵义医科大学医学与科技学院,兰州博文科技学院,85,47,132,64,85,66,81,49,33,陕西,2016,427,479
暨南大学,福州大学,146,114,105,94,69,33,45,52,93,贵州,2018,555,561
成都信息工程大学,长江师范学院,82,78,126,58,68,92,35,74,62,江西,2022,457,504
咸阳职业技术学院,川北幼儿师范高等专科学校,63,41,61,34,89,73,69,68,93,贵州,2017,395,361
四川民族学院,贵州师范大学,103,98,106,90,45,30,52,96,38,海南,2020,493,472
辽宁大学,哈尔滨医科大学,120,132,62,66,95,91,50,73,81,河北,2022,518,566
湖南大学,华南理工大学,148,120,121,79,56,68,67,80,81,内蒙古,2019,617,592
广东医科大学,辽宁大学,135,72,148,47,40,90,97,56,59,云南,2016,567,532
安顺学院,广西师范大学,89,83,73,33,95,79,90,44,41,山东,2018,420,452
深圳大学,中国传媒大学,97,138,145,96,61,40,67,57,100,云南,2025,604,577
郑州师范学院,湖南医药学院,122,120,49,31,69,84,73,78,69,天津,2017,511,475
广州铁路职业技术学院,贵州盛华职业学院,73,42,66,73,57,73,66,36,42,湖北,2025,325,384
重庆工程学院,湖北医药学院药护学院,124,49,75,87,34,50,74,84,81,海南,2019,487,419
上海电力大学,贵州大学,119,143,58,84,61,74,96,30,87,黑龙江,2016,533,539
重庆医科大学,齐齐哈尔大学,81,108,105,93,91,35,52,71,51,重庆,2017,468,513
广州南方学院,长沙师范学院,114,133,48,38,57,42,49,67,58,河北,2023,469,432
四川音乐学院,三峡大学科技学院,101,51,77,84,90,51,49,46,63,辽宁,2020,387,454
四川大学锦江学院,安阳师范学院,105,117,54,71,54,44,72,67,66,山西,2019,481,445
长江师范学院,成都银杏酒店管理学院,69,71,87,81,72,77,89,67,38,湖北,2016,421,457
安顺职业技术学院,武汉生物工程学院,80,58,57,88,52,44,84,76,89,甘肃,2021,444,379
长沙卫生职业学院,恩施职业技术学院,71,51,53,39,83,92,72,36,43,贵州,2019,326,389
辽宁大学,华南理工大学,124,140,135,84,34,49,94,92,31,吉林,2023,616,566
四川师范大学,遵义医科大学,131,96,42,62,72,81,82,80,84,上海,2019,515,484
延安职业技术学院,重庆电力高等专科学校,86,50,44,92,37,88,40,94,67,湖北,2023,381,397
汕头大学,四川工业科技学院,145,85,63,62,73,88,30,36,82,山西,2017,441,516
四川外国语大学,武汉纺织大学外经贸学院,71,148,63,37,95,49,44,53,60,海南,2016,439,463
安阳师范学院,上海海关学院,101,116,103,34,93,34,100,73,57,江西,2022,550,481
浙江工业大学,青岛恒星科技学院,95,96,79,37,75,52,65,32,73,内蒙古,2019,440,434
海口经济学院,重庆电力高等专科学校,63,79,59,46,99,65,59,36,85,新疆,2022,381,411
桂林医学院,中国民用航空飞行学院,89,127,133,52,38,55,30,47,65,福建,2018,491,494
南京航空航天大学,中国人民解放军陆军军医大学,133,101,109,60,84,93,94,59,79,西藏,2018,575,580
延安职业技术学院,江西科技学院,81,89,75,33,83,36,34,56,75,云南,2023,410,397
南昌医学院,长沙学院,85,87,132,61,98,56,54,47,77,辽宁,2018,482,519
上海政法学院,辽宁大学,71,108,147,57,77,78,89,68,85,海南,2016,568,538
哈尔滨医科大学,中国药科大学,101,150,92,42,48,85,92,72,71,福建,2018,578,518
广东财经大学,中国人民解放军陆军军医大学,143,121,113,32,70,45,88,67,43,黑龙江,2023,575,524
齐齐哈尔大学,湖南医药学院,102,107,107,37,67,48,98,58,39,内蒙古,2024,511,468
山东财经大学,武汉船舶职业技术学院,79,82,88,87,56,93,51,30,40,山西,2024,370,485
湖南城建职业技术学院,吉利学院,108,62,49,49,58,50,84,31,81,新疆,2023,415,376
重庆机电职业技术大学,湖北大学,70,65,124,37,47,70,93,84,84,北京,2024,520,413
北部湾大学,河南理工大学,98,113,66,33,91,75,100,57,40,安徽,2024,474,476
湖北医药学院药护学院,深圳大学,74,66,141,64,98,44,98,100,98,北京,2017,577,487
长江师范学院,吉利学院,100,30,54,86,87,100,91,80,60,江西,2019,415,457
桂林医学院,湖北科技学院,101,127,111,64,44,47,86,32,35,贵州,2021,492,494
百色学院,河北外国语学院,64,96,101,50,56,89,35,93,34,河南,2017,423,456
成都航空职业技术学院,齐齐哈尔大学,76,41,95,44,94,52,84,80,92,内蒙古,2017,468,402
辽宁大学,,126,123,131,79,58,50,87,99,94,山东,2019,660,567
成都航空职业技术学院,华北水利水电大学,110,42,97,60,46,48,78,37,65,江苏,2024,429,403
襄阳职业技术学院,成都理工大学,109,72,90,46,35,39,97,70,89,江西,2024,527,391
汕头大学,华南理工大学,146,82,128,53,70,37,99,62,97,天津,2024,614,516
泉州信息工程学院,重庆对外经贸学院,89,43,124,33,80,47,78,40,48,河北,2021,422,416
,中国药科大学,124,150,125,74,80,95,61,42,76,宁夏,2024,578,648
成都银杏酒店管理学院,重庆旅游职业学院,66,90,42,97,73,53,48,70,44,湖北,2024,360,421
湖北工业大学,湖南医药学院,115,108,98,54,97,33,60,42,88,内蒙古,2020,511,505
中国民用航空飞行学院,首都师范大学,73,139,96,59,73,51,96,89,77,山西,2025,570,491
渭南职业技术学院,日照职业技术学院,76,35,74,85,57,50,94,35,74,湖北,2021,388,377
郑州师范学院,广州航海学院,127,34,115,85,48,66,43,81,70,贵州,2018,470,475
重庆移通学院,成都师范学院,130,39,73,84,35,57,74,84,78,广西,2020,478,418
湖南科技职业学院,浙江工业大学,107,64,61,88,49,38,95,67,40,上海,2017,434,407
运城职业技术大学,徐州工业职业技术学院,63,110,50,90,72,39,58,32,49,福建,2016,362,424
汕头大学,辽宁大学,142,116,108,45,47,58,68,43,89,贵州,2022,566,516
湖北医药学院药护学院,辽宁大学,96,72,148,53,66,52,96,76,80,重庆,2023,568,487
暨南大学,中国政法大学,124,124,112,45,99,56,100,74,78,浙江,2020,612,560
西南交通大学,南京航空航天大学,132,112,99,75,90,56,64,79,93,青海,2019,579,564
湖南医药学院,南京师范大学,118,145,98,61,44,45,58,73,70,陕西,2022,562,511
厦门理工学院,湖北汽车工业学院,141,147,62,80,37,39,33,38,68,宁夏,2020,489,506
四川外国语大学,郑州西亚斯学院,64,78,129,78,39,75,75,63,41,广东,2023,450,463
北部湾大学,重庆工程学院,69,39,133,88,75,72,59,55,64,宁夏,2023,419,476
湖南师范大学,广东医科大学,86,126,112,44,96,77,64,56,88,陕西,2022,532,541
成都体育学院,重庆第二师范学院,113,46,81,58,95,71,95,86,34,河北,2021,455,464
成都航空职业技术学院,湖南科技大学潇湘学院,89,49,60,99,30,75,82,93,58,湖南,2025,431,402
中国传媒大学,华南农业大学,89,135,127,96,99,58,51,68,56,天津,2017,526,604
中国民用航空飞行学院,四川警察学院,108,92,80,85,83,43,73,100,76,黑龙江,2022,529,491
郑州商学院,四川文化艺术学院,79,77,112,36,95,36,61,50,59,黑龙江,2025,438,435
西南财经大学天府学院,华北水利水电大学,117,69,73,79,45,45,53,45,72,辽宁,2018,429,428
南方医科大学,吉利学院,121,109,54,86,73,100,55,38,38,广东,2017,415,543
湖北医药学院药护学院,中国地质大学（武汉）,88,150,111,47,39,52,46,98,58,海南,2018,551,487
成都中医药大学,广东医科大学,125,74,98,64,88,63,74,98,62,福建,2020,531,512
上海政法学院,湖南医药学院,115,101,117,50,77,77,43,57,78,福建,2023,511,537
云南机电职业技术学院,徐州工业职业技术学院,74,43,82,56,56,55,89,42,32,内蒙古,2019,362,366
运城职业技术大学,延安职业技术学院,78,103,56,52,91,44,42,71,48,河南,2016,398,424
长沙理工大学,厦门理工学院,71,134,111,100,41,57,36,63,91,江苏,2019,506,514
哈尔滨医科大学,中国民用航空飞行学院,71,136,127,81,50,53,60,61,36,黑龙江,2016,491,518
广东药科大学,四川师范大学,71,144,53,95,70,62,73,89,54,吉林,2021,484,495
襄阳职业技术学院,安顺学院,116,60,54,59,55,47,81,63,78,湖北,2019,452,391
南京中医药大学,中国民用航空飞行学院,104,142,55,64,88,99,70,56,64,广西,2017,491,552
湖北师范大学,阿坝师范学院,68,128,84,88,39,95,96,43,52,贵州,2019,471,502
湖南大学,山东大学,101,109,138,79,94,72,98,64,79,新疆,2017,589,593
西南财经大学,南京师范大学,65,150,104,98,90,69,98,76,69,安徽,2024,562,576
青岛黄海学院,三亚航空旅游职业学院,76,47,61,52,67,62,32,44,43,重庆,2016,303,365
山东大学,成都医学院,100,118,130,57,89,95,52,80,79,甘肃,2020,559,589
上海政法学院,广州医科大学,121,94,142,75,40,66,60,84,46,新疆,2025,547,538
成都工业学院,云南机电职业技术学院,61,92,67,83,72,91,65,47,34,四川,2018,366,466
南昌医学院,华北水利水电大学,127,56,92,81,95,68,79,39,36,陕西,2021,429,519
武汉电力职业技术学院,贵州民族大学,123,41,53,70,48,55,77,85,98,宁夏,2019,477,390
云南机电职业技术学院,德宏职业学院,83,35,51,30,100,67,98,54,57,黑龙江,2025,378,366
辽宁大学,湖南师范大学,103,136,84,65,98,81,76,98,45,吉林,2019,542,567
中国传媒大学,华南农业大学,133,121,101,100,84,65,33,69,69,江苏,2018,526,604
南昌医学院,西南财经大学,107,119,127,44,60,62,31,95,97,安徽,2019,576,519
广东医科大学,川北医学院,86,82,138,90,84,51,67,74,49,河北,2017,496,531
兰州大学,重庆大学,147,119,75,88,47,97,73,100,72,江苏,2016,586,573
广东外语外贸大学南国商学院,成都大学,82,88,87,83,34,56,85,64,61,四川,2018,467,430
重庆中医药学院,遵义医科大学医学与科技学院,110,116,64,71,86,62,55,53,81,安徽,2020,479,509
,清华大学,146,150,148,94,47,98,46,54,92,山东,2017,636,683
成都银杏酒店管理学院,重庆机电职业技术大学,104,82,54,65,85,31,58,54,61,贵州,2021,413,421
广州南方学院,成都银杏酒店管理学院,76,119,75,76,47,39,58,32,61,新疆,2018,421,432
珠海科技学院,湖南科技职业学院,63,51,108,48,98,68,74,67,44,江苏,2023,407,436
韶关学院,广东财经大学,89,107,63,82,51,68,84,91,90,四川,2022,524,460
湖南工程学院应用技术学院,武汉生物工程学院,85,97,50,93,56,65,90,59,63,海南,2016,444,446
湘潭大学,华中农业大学,148,85,124,33,91,44,68,64,57,江西,2019,546,525
武汉轻工大学,郑州西亚斯学院,123,31,133,78,70,62,77,34,52,四川,2025,450,497
四川文化艺术学院,湖北第二师范学院,106,82,63,64,31,92,92,43,100,广西,2017,486,438
广州大学,华中农业大学,139,125,96,72,42,62,98,34,54,河北,2022,546,536
上海大学,首都师范大学,141,124,47,94,85,93,72,91,95,甘肃,2022,570,584
四川音乐学院,桂林理工大学,81,122,71,35,57,88,79,63,64,重庆,2025,480,454
重庆大学,中国传媒大学,92,134,138,76,94,54,67,76,94,福建,2019,601,588
河海大学,华东理工大学,136,88,122,90,52,83,68,87,81,吉林,2024,582,571
贵州医科大学,中国政法大学,141,89,149,59,53,66,51,84,98,河北,2017,612,557
上海电力大学,江南大学,112,149,95,67,31,85,65,66,69,西藏,2021,556,539
,,148,141,141,99,94,56,63,86,97,河北,2022,676,679
安顺学院,百色学院,85,66,143,71,40,47,40,72,50,江苏,2019,456,452
桂林医学院,山东大学,136,79,148,58,42,31,87,54,85,浙江,2019,589,494
四川警察学院,四川大学,112,98,147,60,30,82,86,73,83,上海,2018,599,529
宁波大学,重庆邮电大学,60,146,98,93,37,100,84,97,38,江西,2025,523,534
北部湾大学,四川警察学院,89,132,71,31,55,98,82,90,65,湖南,2024,529,476
贵州大学,沈阳医学院,88,75,143,94,81,52,94,58,42,河南,2019,500,533
南京师范大学,湖南大学,108,119,150,69,64,53,61,82,75,安徽,2019,595,563
重庆机电职业技术大学,青岛黄海学院,99,33,105,49,43,84,49,34,45,青海,2025,365,413
四川工业科技学院,湖北经济学院法商学院,64,55,143,40,81,58,81,55,55,重庆,2019,453,441
西北政法大学,上海政法学院,78,148,108,99,73,39,79,73,51,西藏,2019,537,545
西南石油大学,遵义医科大学医学与科技学院,121,138,70,99,32,70,68,39,43,湖南,2019,479,530
上海财经大学,四川大学,137,121,128,89,67,83,93,84,37,吉林,2025,600,625
湖北汽车工业学院,四川外国语大学,96,55,100,96,56,86,75,62,75,云南,2016,463,489
湖北工业大学,中国传媒大学,134,148,72,77,33,41,75,73,100,贵州,2019,602,505
武汉船舶职业技术学院,广州城市理工学院,75,117,60,39,42,35,47,80,46,四川,2018,425,368
齐齐哈尔大学,襄阳职业技术学院,134,61,64,65,79,65,38,56,38,新疆,2018,391,468
北部湾大学,湖南师范大学,87,98,119,56,47,69,74,89,74,贵州,2024,541,476
长沙理工大学,汕头大学,122,120,114,38,46,74,48,39,73,湖北,2018,516,514
四川大学,上海政法学院,134,111,129,77,57,89,30,61,73,云南,2023,538,597
襄阳职业技术学院,山东畜牧兽医职业学院,82,40,144,31,43,51,33,33,74,广西,2023,406,391
西南交通大学希望学院,长沙学院,60,132,78,83,43,53,81,32,99,甘肃,2025,482,449
上海电力大学,重庆城市科技学院,92,50,115,90,94,98,47,54,56,安徽,2020,414,539
成都中医药大学,广州医科大学,137,65,70,99,93,48,88,94,93,广西,2022,547,512
南京中医药大学,广东财经大学,96,124,123,62,70,77,87,55,39,河北,2019,524,552
上海政法学院,武汉纺织大学外经贸学院,85,106,130,97,40,79,46,34,38,山西,2017,439,537
广州大学,辽宁大学,134,137,53,44,79,89,57,93,93,陕西,2017,567,536
温州医科大学,南京师范大学,135,150,67,92,62,66,86,48,76,广西,2018,562,572
中国地质大学（武汉）,中国海洋大学,102,149,118,53,33,96,76,54,82,北京,2017,581,551
湖南工程学院应用技术学院,重庆邮电大学,113,103,95,31,50,54,79,78,55,湖南,2018,523,446
西南大学,广州大学,121,119,106,38,58,98,98,43,48,上海,2019,535,540
武汉生物工程学院,广州航海学院,132,48,111,71,44,38,60,65,54,甘肃,2016,470,444
广州城市理工学院,广东外语外贸大学南国商学院,84,99,75,40,86,41,32,53,87,湖南,2017,430,425
曲阜师范大学,成都医学院,146,83,110,38,73,48,80,52,88,河北,2017,559,498
运城职业技术大学,海南政法职业学院,65,76,59,71,59,94,50,38,84,浙江,2024,372,424
福州大学,贵州中医药大学,138,93,68,64,95,97,36,79,89,天津,2022,503,555
重庆城市科技学院,广州新华学院,115,55,90,58,56,40,64,53,35,吉林,2019,412,414
成都航空职业技术学院,广州南方学院,69,81,82,69,56,45,40,86,74,天津,2023,432,402
南京财经大学,南方医科大学,86,98,150,82,47,47,87,64,59,广东,2019,544,510
长沙学院,长沙师范学院,133,75,58,91,56,69,98,37,68,贵州,2023,469,482
重庆移通学院,天津海运职业学院,102,52,53,84,37,90,46,86,62,重庆,2020,401,418
南京师范大学,湖南医药学院,101,85,135,92,68,82,71,31,88,福建,2017,511,563
海南医学院,广州航海学院,116,94,61,91,56,65,82,49,68,河南,2016,470,483
广州科技贸易职业学院,成都航空职业技术学院,132,52,57,40,46,47,93,32,39,江苏,2017,405,374
,,147,137,134,94,55,53,73,87,72,甘肃,2022,650,620
郑州西亚斯学院,山东财经大学,75,126,65,30,70,82,97,77,45,四川,2018,485,448
广东财经大学,湖北汽车工业学院,83,61,128,84,81,87,55,65,97,重庆,2020,489,524
成都信息工程大学,华北水利水电大学,88,52,144,82,100,38,62,43,40,天津,2019,429,504
湖北第二师范学院,上海政法学院,62,144,124,49,38,69,74,48,86,广东,2017,538,486
德宏职业学院,武汉生物工程学院,112,58,53,56,63,36,81,62,78,天津,2022,444,378
浙江理工大学,景德镇艺术职业大学,89,126,61,96,56,93,51,43,56,山东,2023,426,521
成都东软学院,贵州黔南经济学院,61,88,94,80,34,94,47,87,65,海南,2023,442,451
成都工业学院,湖南科技大学潇湘学院,86,69,63,91,89,68,86,89,38,陕西,2017,431,466
齐齐哈尔大学,川北幼儿师范高等专科学校,121,78,53,72,81,63,36,66,41,浙江,2016,395,468
浙江理工大学,湖北民族大学,135,139,54,38,98,57,51,100,38,河南,2024,517,521
辽宁大学,暨南大学,60,143,110,98,68,87,87,76,85,福建,2017,561,566
郑州师范学院,广东外语外贸大学南国商学院,72,138,53,84,83,45,67,52,48,山西,2022,430,475
湖北民族大学,南京财经大学,100,131,47,76,84,79,94,58,80,河南,2019,510,517
,山东大学（威海）,143,123,132,83,98,76,71,50,77,广东,2023,596,655
湖南大学,南方医科大学,119,142,106,65,91,69,73,55,49,山西,2020,544,592
江西科技学院,武汉船舶职业技术学院,87,46,106,59,35,77,34,63,32,山西,2019,368,410
百色学院,川北幼儿师范高等专科学校,78,47,101,83,60,87,63,60,46,四川,2021,395,456
华中农业大学,湖北汽车工业学院,109,81,117,49,91,99,45,53,84,广东,2023,489,546
西南交通大学希望学院,成都师范学院,66,145,57,75,48,58,88,46,76,北京,2020,478,449
广州科技贸易职业学院,四川旅游学院,128,48,54,77,35,32,80,80,69,四川,2017,459,374
南方医科大学,安顺学院,110,48,132,92,95,66,36,74,52,江西,2023,452,543
长江师范学院,郑州师范学院,84,121,50,70,74,58,73,84,63,甘肃,2025,475,457
西北政法大学,贵州民族大学,114,117,70,86,74,84,38,82,56,河南,2020,477,545
武汉船舶职业技术学院,重庆交通职业学院,64,69,58,58,86,36,33,60,32,广东,2022,316,371
